iteration,n_campaigns,n_ads,total_budget,risk_factor,ga_population_size,ga_max_generations,ga_mutation_rate,ga_crossover_rate,tabu_max_iterations,tabu_tenure,tabu_neighborhood_size,tabu_use_aspiration,tabu_intensification_threshold,tabu_diversification_threshold
658,7,27,33948856.02680394,1.27,93,52,0.17,0.87,52,16,93,True,45,154
659,2,36,12063637.173411725,0.76,23,173,0.15,0.84,173,27,23,True,26,83
660,5,5,21500607.158985294,0.53,68,154,0.22,0.87,154,17,68,True,22,91
661,10,29,47127545.88753523,1.86,13,110,0.13,0.86,110,28,13,True,62,138
662,2,31,14029654.314358244,1.35,18,83,0.22,0.74,83,23,18,True,60,141
663,1,31,614015.9023861166,1.98,93,122,0.2,0.74,122,8,93,True,34,79
664,3,8,18577922.117103446,1.73,38,38,0.26,0.8,38,24,38,True,29,75
665,7,7,26646412.11146438,0.31,51,69,0.1,0.85,69,21,51,True,23,103
666,1,1,2576255.473225762,0.03,15,132,0.14,0.83,132,25,15,True,38,129
667,10,23,41940460.087900326,0.72,82,125,0.05,0.81,125,7,82,True,75,91
668,2,2,11913184.630069211,0.51,53,50,0.14,0.74,50,16,53,True,29,193
669,8,12,32419881.122277588,1.19,89,174,0.2,0.92,174,8,89,True,94,93
670,9,37,40309219.12759735,1.29,19,166,0.19,0.94,166,5,19,True,31,176
671,1,11,543489.8500978157,0.79,89,121,0.25,0.88,121,30,89,True,40,118
672,2,25,3597587.6059505874,1.93,90,115,0.13,0.84,115,14,90,True,55,145
673,8,15,38856228.87679729,0.66,52,110,0.23,0.92,110,27,52,True,30,80
674,5,9,24761278.7116895,1.46,91,166,0.29,0.73,166,10,91,True,73,191
675,7,15,31290883.948150434,0.26,60,32,0.14,0.77,32,18,60,True,36,128
676,10,29,48038273.361713976,0.51,77,197,0.07,0.74,197,28,77,True,67,143
677,2,17,7736532.861864249,1.71,66,187,0.19,0.89,187,16,66,True,73,150
678,4,13,20055967.47849738,0.62,55,107,0.28,0.81,107,7,55,True,78,104
679,5,15,20591374.377137873,0.02,63,89,0.19,0.91,89,9,63,True,20,110
680,1,1,3766652.090567736,0.39,11,36,0.26,0.9,36,18,11,True,36,195
681,7,19,35983258.155407466,0.06,16,27,0.07,0.88,27,17,16,True,25,50
682,2,2,7667688.823299129,1.64,25,176,0.23,0.75,176,29,25,True,28,118
683,8,8,33101607.139609702,0.78,82,28,0.28,0.9,28,30,82,True,75,165
684,1,1,7392643.216186078,1.85,34,116,0.17,0.82,116,5,34,True,68,58
685,1,38,7109082.2650023755,0.61,90,59,0.25,0.88,59,16,90,True,38,107
686,5,27,24617273.55108666,0.51,41,161,0.16,0.74,161,7,41,True,79,135
687,4,38,19086795.302202877,0.45,58,22,0.2,0.8,22,8,58,True,97,122
688,9,39,39245899.62948095,1.04,57,81,0.1,0.72,81,5,57,True,43,92
689,1,33,3800312.39215029,1.26,28,63,0.12,0.74,63,29,28,True,85,132
690,7,36,34648131.53654822,1.37,43,195,0.18,0.78,195,10,43,True,41,178
691,5,20,25922150.89177517,1.93,30,94,0.22,0.76,94,7,30,True,30,111
692,2,20,8080668.378368011,0.07,83,173,0.26,0.73,173,23,83,True,71,136
693,10,24,43368916.53394361,0.79,32,179,0.27,0.74,179,21,32,True,93,76
694,5,7,29811982.75351227,1.29,22,174,0.19,0.73,174,8,22,True,65,95
695,6,12,28538365.185830217,0.69,24,193,0.16,0.75,193,30,24,True,68,158
696,9,38,52257653.61514281,1.27,46,109,0.15,0.95,109,18,46,True,94,115
697,4,28,9533359.259532863,0.01,35,64,0.28,0.75,64,26,35,True,23,88
698,5,16,16880609.168546468,1.93,12,138,0.27,0.73,138,22,12,True,42,86
699,8,35,44521997.68302209,1.97,90,158,0.23,0.7,158,7,90,True,29,142
700,2,15,13785813.061172746,1.9,64,125,0.17,0.8,125,30,64,True,94,170
701,8,40,40561033.939433776,0.63,72,153,0.23,0.75,153,20,72,True,84,186
702,3,36,6062630.506622004,1.39,41,93,0.2,0.75,93,27,41,True,42,166
703,2,11,8455486.496594837,0.37,16,109,0.12,0.8,109,23,16,True,43,187
704,4,22,14239623.82835102,0.58,37,63,0.28,0.81,63,11,37,True,38,180
705,1,3,5876922.675010501,0.76,30,82,0.3,0.86,82,18,30,True,76,79
706,3,3,17375422.615361765,1.53,86,163,0.14,0.9,163,12,86,True,30,91
707,8,39,35932364.66439011,0.27,62,99,0.21,0.88,99,25,62,True,73,193
708,6,9,25555868.08161632,0.84,10,129,0.12,0.8,129,11,10,True,60,73
709,10,40,43168133.31324862,1.63,83,70,0.3,0.89,70,29,83,True,57,81
710,5,5,30989402.410302907,1.89,61,179,0.13,0.87,179,28,61,True,74,98
711,8,10,30336145.835672718,1.61,49,112,0.24,0.83,112,20,49,True,25,112
712,1,2,7196270.567210785,1.65,83,170,0.1,0.79,170,6,83,True,76,89
713,3,32,15737872.787388729,1.78,64,128,0.22,0.72,128,19,64,True,62,66
714,3,6,13019400.464057054,1.79,64,35,0.22,0.84,35,5,64,True,51,147
715,2,20,7244139.061084691,1.81,16,73,0.18,0.93,73,5,16,True,94,138
716,1,39,7003762.934236306,1.34,22,42,0.22,0.9,42,18,22,True,93,75
717,8,30,34498241.89662287,0.76,73,183,0.14,0.78,183,15,73,True,86,81
718,6,39,37105901.02721184,0.49,23,52,0.24,0.84,52,26,23,True,24,116
719,9,27,45121392.08601386,0.34,89,184,0.17,0.84,184,14,89,True,38,79
720,7,23,33481229.954752136,1.75,25,69,0.26,0.79,69,25,25,True,90,76
721,6,33,26094615.32231799,1.44,42,76,0.19,0.92,76,13,42,True,77,191
722,10,29,49774824.62685755,1.08,42,61,0.19,0.74,61,16,42,True,92,163
723,1,13,437666.4289756294,1.95,71,88,0.16,0.87,88,26,71,True,38,86
724,6,24,30619817.37264183,0.07,87,21,0.15,0.87,21,25,87,True,89,126
725,9,36,37857927.93914991,0.11,73,154,0.23,0.9,154,13,73,True,75,59
726,8,8,32974425.56687576,0.42,18,85,0.12,0.79,85,7,18,True,88,59
727,4,4,10036716.214581821,1.07,62,99,0.1,0.94,99,25,62,True,51,55
728,8,15,40289120.49197718,0.82,95,111,0.07,0.91,111,25,95,True,52,186
729,1,16,3297160.198256027,0.06,14,177,0.25,0.81,177,17,14,True,93,183
730,6,36,33511305.81641621,1.83,32,77,0.06,0.85,77,18,32,True,67,94
731,10,10,40241646.22492908,0.0,53,137,0.12,0.73,137,16,53,True,55,198
732,1,27,8282281.49925788,0.62,97,22,0.17,0.81,22,8,97,True,89,65
733,9,20,45322501.21388561,0.66,47,97,0.12,0.85,97,19,47,True,20,89
734,5,11,26526617.064233948,0.96,92,109,0.14,0.92,109,7,92,True,47,96
735,4,14,13975251.24991265,1.92,39,149,0.19,0.89,149,22,39,True,37,64
736,1,17,7489530.931261767,1.59,57,196,0.29,0.88,196,24,57,True,95,109
737,1,1,2672922.1321489275,0.74,71,163,0.12,0.87,163,25,71,True,73,200
738,1,38,5368481.855062231,0.69,56,84,0.12,0.7,84,30,56,True,60,187
739,8,26,31974337.601489294,1.35,13,157,0.3,0.94,157,16,13,True,77,150
740,5,36,21828887.15452898,1.72,61,27,0.09,0.84,27,17,61,True,35,189
741,7,37,32556176.56029073,1.97,42,112,0.27,0.74,112,21,42,True,94,110
742,7,33,35399536.01180605,0.26,57,130,0.19,0.76,130,18,57,True,49,114
743,1,1,5084719.837764321,0.58,29,119,0.2,0.85,119,5,29,True,73,50
744,5,36,20574680.278702468,1.89,80,120,0.2,0.9,120,21,80,True,24,189
745,9,10,45011724.153987706,1.36,89,198,0.24,0.9,198,16,89,True,46,159
746,9,35,39834174.59913712,0.4,10,148,0.26,0.77,148,22,10,True,93,138
747,10,18,47424835.65637165,0.44,14,101,0.08,0.71,101,10,14,True,47,52
748,3,15,9470284.29982023,0.39,22,79,0.19,0.94,79,10,22,True,67,200
749,1,24,6954409.678139231,1.51,66,116,0.23,0.86,116,27,66,True,63,176
750,8,33,38389655.90869913,0.37,50,107,0.07,0.81,107,13,50,True,53,65
751,8,18,41214337.829177216,1.84,47,26,0.11,0.85,26,12,47,True,20,63
752,3,23,10936012.213383213,1.25,35,85,0.2,0.79,85,20,35,True,30,69
753,8,8,44556769.3658292,1.15,53,33,0.1,0.77,33,8,53,True,47,188
754,4,37,27996899.012877684,0.9,58,107,0.16,0.75,107,12,58,True,60,58
755,2,10,11326173.293457786,1.82,92,156,0.06,0.87,156,10,92,True,100,67
756,1,14,2688707.81566568,1.81,12,101,0.21,0.7,101,12,12,True,49,126
757,2,2,8155923.4998445185,0.35,40,196,0.13,0.87,196,9,40,True,85,171
758,4,34,10801307.654586097,0.27,40,168,0.16,0.82,168,10,40,True,88,118
759,10,33,46225103.145410076,1.08,35,181,0.11,0.83,181,11,35,True,85,71
760,2,28,12132445.409006776,1.22,62,72,0.12,0.77,72,14,62,True,97,196
761,7,33,28658280.122093298,1.68,76,113,0.2,0.86,113,12,76,True,99,58
762,4,23,17933137.943802893,1.85,98,76,0.17,0.72,76,13,98,True,59,192
763,6,31,25633204.048281256,0.11,71,164,0.21,0.87,164,15,71,True,25,155
764,9,18,34696512.23819621,1.41,91,190,0.11,0.75,190,10,91,True,99,182
765,2,38,4614107.519481473,1.04,64,72,0.09,0.77,72,17,64,True,92,72
766,3,33,13255956.802851003,1.25,40,165,0.24,0.81,165,6,40,True,36,164
767,5,5,17537052.926579524,0.88,20,195,0.24,0.74,195,9,20,True,70,190
768,8,27,33967577.34249804,0.66,62,196,0.12,0.91,196,6,62,True,23,176
769,1,2,7042604.575815874,0.31,57,35,0.12,0.79,35,21,57,True,61,85
770,4,36,10314383.065622114,1.38,18,185,0.22,0.95,185,28,18,True,27,96
771,6,32,24394034.87545319,1.45,72,183,0.19,0.91,183,14,72,True,45,51
772,9,29,38850532.42718552,0.55,20,65,0.23,0.84,65,8,20,True,55,140
773,2,9,15679419.36288269,0.22,72,134,0.21,0.9,134,30,72,True,56,142
774,2,24,8385604.872676933,1.94,59,146,0.26,0.74,146,7,59,True,38,165
775,5,36,15074382.236648189,0.99,41,172,0.15,0.91,172,19,41,True,98,50
776,8,25,37960506.6439714,1.37,100,134,0.17,0.81,134,28,100,True,51,147
777,1,19,527503.9469484346,1.56,33,31,0.24,0.71,31,19,33,True,100,123
778,4,4,20734103.924603876,0.8,73,123,0.1,0.92,123,30,73,True,70,106
779,9,39,47731215.268287264,1.74,35,86,0.29,0.94,86,13,35,True,23,77
780,7,28,28852556.419297226,0.32,54,197,0.29,0.75,197,23,54,True,59,174
781,4,4,14657038.53844543,1.1,84,148,0.14,0.89,148,23,84,True,82,178
782,10,31,42998627.92047003,0.15,20,94,0.21,0.86,94,13,20,True,49,187
783,1,24,7189965.895967132,0.51,84,57,0.23,0.91,57,7,84,True,85,163
784,7,26,37218558.678390935,1.39,10,164,0.26,0.78,164,10,10,True,79,87
785,1,10,8182357.200307787,1.82,68,44,0.11,0.85,44,26,68,True,20,89
786,3,23,17823862.93111456,0.27,29,77,0.09,0.91,77,25,29,True,80,157
787,4,12,26496538.30710801,0.2,36,184,0.26,0.88,184,16,36,True,91,186
788,8,40,31587861.97254249,1.37,45,112,0.17,0.8,112,13,45,True,40,90
789,7,16,36920642.425987214,1.59,24,50,0.09,0.72,50,23,24,True,31,81
790,1,1,2942007.83078101,0.88,48,86,0.09,0.77,86,18,48,True,28,148
791,9,18,38889390.91629264,1.46,96,196,0.08,0.74,196,26,96,True,26,113
792,3,31,20858542.34389106,0.98,66,50,0.08,0.92,50,26,66,True,100,68
793,4,28,20151753.161179524,0.49,27,174,0.11,0.74,174,6,27,True,28,83
794,4,4,27178648.371691763,1.37,46,73,0.06,0.76,73,12,46,True,24,80
795,5,38,28539012.41539386,1.79,95,168,0.12,0.94,168,27,95,True,37,140
796,4,40,20158634.948344506,1.13,12,126,0.27,0.76,126,13,12,True,47,135
797,7,34,37959301.2704863,0.07,63,26,0.07,0.86,26,27,63,True,70,127
798,5,8,24731205.99896795,0.82,70,47,0.18,0.9,47,5,70,True,90,113
799,2,26,7834074.166804525,0.51,29,91,0.2,0.75,91,16,29,True,61,124
800,6,18,23838505.468713522,0.03,99,58,0.16,0.76,58,5,99,True,99,85
801,9,19,36952223.44562118,0.33,66,76,0.12,0.95,76,18,66,True,83,166
802,7,32,28358324.263269644,1.55,81,106,0.22,0.73,106,18,81,True,35,107
803,8,22,37142532.08098371,0.0,96,170,0.28,0.89,170,25,96,True,66,167
804,10,35,41467898.16591979,1.09,41,174,0.21,0.92,174,19,41,True,73,95
805,6,39,28743798.622171734,0.93,34,72,0.05,0.87,72,30,34,True,96,164
806,2,33,7657780.664507521,0.21,26,125,0.14,0.81,125,17,26,True,86,156
807,1,14,3350419.126883568,1.87,78,87,0.15,0.7,87,12,78,True,55,135
808,3,18,10295576.701636948,0.41,61,99,0.2,0.72,99,5,61,True,64,189
809,3,3,16032673.184166474,1.65,44,35,0.19,0.81,35,8,44,True,95,51
810,6,39,26166553.432295028,1.57,93,55,0.17,0.7,55,9,93,True,38,125
811,1,33,6418338.739413836,0.09,87,71,0.06,0.83,71,30,87,True,36,150
812,1,21,622221.2329460823,1.45,26,145,0.17,0.74,145,11,26,True,37,197
813,5,5,23712586.170069773,0.9,77,183,0.18,0.76,183,14,77,True,59,79
814,6,17,21498835.16379128,1.13,89,146,0.22,0.81,146,11,89,True,24,180
815,4,31,12329985.864228867,0.08,16,27,0.21,0.77,27,24,16,True,83,135
816,7,28,30825860.53340731,0.19,39,131,0.23,0.86,131,28,39,True,36,192
817,8,10,48649493.9777286,1.93,31,58,0.2,0.79,58,8,31,True,100,197
818,1,26,491842.05099489726,1.08,30,42,0.25,0.94,42,21,30,True,58,114
819,8,19,33805614.165917166,0.16,63,153,0.24,0.94,153,28,63,True,35,68
820,1,1,5536156.841170458,0.57,28,116,0.24,0.72,116,8,28,True,76,98
821,3,13,19708371.088199798,0.46,40,47,0.14,0.77,47,8,40,True,100,57
822,7,38,33620845.658668466,0.95,22,69,0.17,0.71,69,16,22,True,44,117
823,2,22,11219751.910679666,1.69,59,52,0.21,0.72,52,22,59,True,41,98
824,3,8,12188659.646653915,0.18,94,63,0.25,0.83,63,29,94,True,22,187
825,8,39,31502152.242149815,0.47,80,85,0.07,0.8,85,20,80,True,76,131
826,5,31,20416747.893813275,0.9,37,109,0.25,0.75,109,12,37,True,81,102
827,6,30,26686962.552984998,1.14,74,194,0.25,0.74,194,12,74,True,50,181
828,5,36,22012230.643036414,1.92,88,95,0.1,0.79,95,14,88,True,64,133
829,9,32,40441605.299901515,0.59,43,78,0.14,0.77,78,11,43,True,69,190
830,8,37,36276375.633134775,0.64,74,104,0.13,0.91,104,7,74,True,47,84
831,6,17,24224722.717281066,1.67,54,93,0.28,0.71,93,22,54,True,22,156
832,3,28,11732591.480284585,0.65,14,139,0.15,0.81,139,19,14,True,59,100
833,2,20,4485444.225364861,0.38,45,90,0.15,0.95,90,20,45,True,90,75
834,3,16,18611276.771867808,1.4,62,35,0.29,0.75,35,8,62,True,78,156
835,7,34,47033841.410464935,0.42,78,186,0.07,0.74,186,22,78,True,31,193
836,6,6,31454065.31385575,0.82,91,42,0.13,0.91,42,26,91,True,47,170
837,5,38,28034222.759411328,0.41,64,163,0.08,0.71,163,8,64,True,95,50
838,3,6,9091396.965451654,0.23,13,126,0.3,0.73,126,25,13,True,71,197
839,3,33,6903240.1165205715,1.73,99,188,0.18,0.81,188,6,99,True,81,184
840,3,7,8095592.018289284,1.24,52,138,0.28,0.79,138,8,52,True,53,133
841,8,20,33234684.158549804,1.18,90,81,0.1,0.91,81,13,90,True,40,90
842,4,39,11408618.75184824,1.96,92,35,0.07,0.95,35,18,92,True,76,58
843,6,33,17758846.245507143,1.91,29,133,0.26,0.95,133,25,29,True,46,98
844,3,19,15596030.916927993,1.66,62,174,0.23,0.82,174,28,62,True,81,91
845,6,6,31356107.913060375,0.02,35,183,0.24,0.83,183,7,35,True,70,170
846,4,4,17602891.752137665,1.16,92,162,0.29,0.82,162,25,92,True,59,192
847,2,32,15010749.737917155,0.2,27,113,0.14,0.93,113,19,27,True,34,69
848,3,17,12958672.516684288,0.75,24,172,0.26,0.89,172,29,24,True,92,148
849,7,9,34262361.263161585,1.8,17,168,0.16,0.94,168,24,17,True,53,193
850,4,20,19394748.6000189,1.06,88,112,0.08,0.9,112,15,88,True,58,130
851,1,21,2660547.9677437297,1.21,58,142,0.12,0.93,142,14,58,True,48,133
852,8,30,44458891.38133505,1.51,56,199,0.13,0.71,199,9,56,True,72,112
853,4,34,17153061.913568597,1.75,47,107,0.06,0.82,107,10,47,True,37,134
854,2,2,956480.0614051697,1.7,71,186,0.17,0.85,186,21,71,True,30,51
855,4,36,19523743.836448334,1.43,76,123,0.16,0.73,123,27,76,True,70,55
856,4,18,11311325.213168921,0.86,31,120,0.06,0.9,120,8,31,True,77,143
857,8,10,36225841.45422115,0.51,100,98,0.29,0.91,98,20,100,True,31,86
858,3,3,15616824.874886103,0.13,42,40,0.09,0.83,40,28,42,True,89,136
859,10,30,45475828.949780494,0.01,34,132,0.14,0.76,132,27,34,True,53,111
860,4,30,12447507.730114607,1.7,33,94,0.29,0.9,94,25,33,True,27,66
861,1,1,2637263.151412267,0.61,99,54,0.06,0.85,54,27,99,True,35,193
862,7,29,33885836.46550553,1.09,12,112,0.27,0.88,112,28,12,True,26,88
863,9,20,33737121.85778644,1.77,13,132,0.08,0.72,132,22,13,True,95,95
864,6,39,19317736.562110044,0.65,28,60,0.09,0.71,60,14,28,True,26,68
865,4,14,16387212.930047832,0.52,22,64,0.24,0.9,64,27,22,True,32,173
866,2,2,6720659.634406494,0.62,25,72,0.22,0.72,72,18,25,True,59,66
867,1,32,3437618.9490385856,1.49,64,65,0.21,0.86,65,18,64,True,32,174
868,3,30,17135104.71753492,1.81,35,166,0.07,0.72,166,24,35,True,54,92
869,3,9,12093855.131369213,0.11,83,128,0.18,0.74,128,15,83,True,68,66
870,7,40,38709002.6999653,1.45,35,61,0.08,0.8,61,5,35,True,44,65
871,10,21,45527672.26067904,1.91,38,98,0.23,0.71,98,25,38,True,48,199
872,4,33,12300623.45789116,1.71,74,77,0.22,0.88,77,27,74,True,28,81
873,6,22,20753027.332461093,0.08,76,200,0.21,0.9,200,30,76,True,38,115
874,8,34,29893485.075532768,0.88,72,52,0.2,0.78,52,25,72,True,33,135
875,7,16,36820380.485159755,1.9,73,73,0.17,0.94,73,27,73,True,99,173
876,10,19,42278137.92216626,1.22,71,157,0.23,0.74,157,19,71,True,74,75
877,4,24,21981938.20092537,1.52,33,34,0.05,0.94,34,19,33,True,36,149
878,6,15,32782149.91983179,1.91,15,153,0.13,0.92,153,25,15,True,35,91
879,9,37,33844888.33719441,1.11,60,106,0.28,0.72,106,23,60,True,51,179
880,5,39,23530527.455450047,1.69,49,164,0.09,0.88,164,28,49,True,70,57
881,4,4,15258688.717587136,1.75,19,195,0.17,0.74,195,8,19,True,63,125
882,4,4,30567892.469912484,1.08,88,106,0.12,0.8,106,8,88,True,70,138
883,7,24,30019589.076469332,0.47,37,178,0.16,0.83,178,29,37,True,60,122
884,4,39,17246473.500416793,0.28,89,133,0.13,0.77,133,30,89,True,85,101
885,2,25,7210634.995572503,1.14,62,95,0.07,0.84,95,25,62,True,53,64
886,7,39,34702887.67401756,1.04,33,142,0.24,0.71,142,5,33,True,85,172
887,1,27,6322939.78954841,0.92,90,36,0.22,0.71,36,25,90,True,98,69
888,1,40,6458183.003307856,0.51,26,179,0.19,0.84,179,6,26,True,73,150
889,3,17,15363676.745427426,1.62,49,121,0.3,0.74,121,13,49,True,42,143
890,4,34,30951913.505748753,0.98,61,126,0.11,0.78,126,17,61,True,34,101
891,1,1,2640474.6822743407,1.94,27,48,0.22,0.9,48,22,27,True,79,169
892,7,25,28169916.44111482,0.31,66,33,0.14,0.75,33,6,66,True,93,53
893,5,12,23895177.866045814,0.36,81,69,0.1,0.9,69,16,81,True,84,112
894,4,40,15300621.958472278,0.23,93,20,0.12,0.84,20,19,93,True,33,71
895,3,17,23482690.03550879,0.5,37,144,0.14,0.75,144,6,37,True,78,80
896,1,14,8523952.009993391,1.69,36,179,0.06,0.89,179,22,36,True,35,139
897,6,14,21618796.587463442,0.13,10,70,0.07,0.84,70,11,10,True,41,166
898,4,11,20122548.301463556,0.7,93,33,0.28,0.72,33,10,93,True,90,135
899,10,21,48740816.42087769,1.35,73,55,0.08,0.71,55,25,73,True,31,59
900,2,22,8039816.128752667,1.37,15,58,0.06,0.89,58,15,15,True,23,150
901,8,36,33846801.82427155,1.33,50,177,0.29,0.79,177,17,50,True,65,168
902,1,28,3145209.194203127,1.13,51,59,0.1,0.75,59,21,51,True,92,72
903,1,9,8609790.94101387,1.58,45,139,0.27,0.87,139,22,45,True,33,79
904,9,34,40372033.386260346,1.21,18,136,0.26,0.85,136,12,18,True,89,140
905,10,26,40191213.414423175,0.46,90,72,0.23,0.79,72,5,90,True,81,151
906,3,6,9683024.87616644,1.92,14,71,0.07,0.78,71,26,14,True,53,101
907,3,35,17630612.281523395,1.14,87,129,0.16,0.94,129,11,87,True,41,79
908,3,16,12442282.319033956,1.65,65,95,0.25,0.87,95,14,65,True,40,172
909,2,2,3708474.869995414,0.02,37,29,0.26,0.73,29,30,37,True,25,199
910,6,16,30075318.48230189,0.18,98,136,0.15,0.81,136,17,98,True,81,114
911,6,37,19947942.085276127,1.38,92,86,0.09,0.92,86,25,92,True,44,65
912,2,5,8394566.12668505,0.68,83,84,0.17,0.93,84,16,83,True,62,83
913,10,31,47515126.668263376,1.11,68,100,0.09,0.95,100,25,68,True,80,193
914,2,2,10219133.085909128,1.17,76,181,0.15,0.81,181,24,76,True,40,78
915,7,35,32777824.984962,0.65,57,138,0.24,0.79,138,22,57,True,88,127
916,3,26,19338098.403080184,0.76,65,108,0.28,0.85,108,14,65,True,26,117
917,5,40,20935520.799339257,0.52,50,125,0.14,0.81,125,15,50,True,84,105
918,4,4,17336250.09565609,1.16,74,185,0.08,0.93,185,22,74,True,74,77
919,4,4,12867452.094437232,1.35,62,129,0.23,0.75,129,25,62,True,45,121
920,5,27,22399956.15197186,1.37,15,158,0.1,0.92,158,13,15,True,53,114
921,6,15,24893344.81566271,0.99,47,113,0.23,0.8,113,12,47,True,36,192
922,4,28,19471187.925069876,1.88,57,196,0.06,0.85,196,28,57,True,86,163
923,10,26,41443954.74602241,1.63,41,157,0.25,0.77,157,13,41,True,34,132
924,5,20,16674200.369556323,0.08,19,119,0.26,0.86,119,9,19,True,85,56
925,2,12,8410431.211760739,1.58,98,132,0.3,0.78,132,17,98,True,68,191
926,4,16,25749651.23250342,1.74,97,148,0.08,0.75,148,26,97,True,99,165
927,5,21,26140416.439814933,0.63,99,144,0.13,0.9,144,16,99,True,73,93
928,2,12,13479473.97744294,1.51,56,168,0.17,0.84,168,6,56,True,54,128
929,4,39,16115559.150493402,1.42,74,39,0.12,0.71,39,28,74,True,43,157
930,3,35,16992395.884519383,0.53,10,76,0.22,0.76,76,5,10,True,95,172
931,6,6,27840507.016107444,0.05,80,113,0.11,0.82,113,15,80,True,24,50
932,5,17,30472809.77128938,0.62,74,50,0.19,0.76,50,19,74,True,70,52
933,2,19,13730207.381623784,0.29,24,56,0.18,0.79,56,11,24,True,42,87
934,5,29,19488189.92794378,1.06,62,25,0.29,0.91,25,6,62,True,59,64
935,10,26,49532201.67964765,0.59,21,73,0.2,0.75,73,22,21,True,20,150
936,4,4,24004629.585376635,1.78,23,89,0.28,0.89,89,29,23,True,81,131
937,2,33,14122785.388612604,1.06,88,126,0.27,0.92,126,28,88,True,21,169
938,5,22,21762758.295404546,0.91,35,43,0.11,0.85,43,23,35,True,62,138
939,9,21,38586376.98969397,0.83,75,169,0.17,0.88,169,23,75,True,40,109
940,5,12,24413388.17706079,1.07,18,161,0.17,0.85,161,24,18,True,83,63
941,6,9,26270508.82594707,1.54,58,189,0.09,0.86,189,22,58,True,58,91
942,9,29,42074179.499753475,1.38,24,38,0.1,0.73,38,5,24,True,63,66
943,2,31,6694268.782689446,1.56,67,198,0.08,0.92,198,30,67,True,49,113
944,2,16,4067571.384583106,1.11,64,167,0.09,0.76,167,26,64,True,54,113
945,6,8,21689970.721889816,0.14,26,75,0.06,0.8,75,8,26,True,67,58
946,6,7,25119322.65244125,1.58,90,113,0.29,0.73,113,16,90,True,67,100
947,3,11,4255392.6068784855,1.16,71,129,0.3,0.93,129,17,71,True,32,62
948,3,11,7975768.21643921,0.2,19,153,0.08,0.88,153,19,19,True,88,77
949,9,23,39711304.861094266,0.51,49,21,0.06,0.75,21,25,49,True,26,177
950,7,17,36046587.78419087,0.93,54,39,0.3,0.91,39,16,54,True,58,62
951,2,3,11706102.917300774,1.44,39,181,0.15,0.72,181,29,39,True,58,177
952,8,29,41433553.089009985,0.98,73,48,0.13,0.71,48,8,73,True,31,113
953,4,32,18607601.32194575,1.11,90,84,0.08,0.95,84,23,90,True,78,121
954,1,37,7489900.879006291,1.67,35,109,0.23,0.71,109,13,35,True,67,191
955,6,23,29776595.287354857,0.01,14,111,0.11,0.84,111,8,14,True,77,139
956,1,1,7900271.211143243,1.37,15,126,0.17,0.76,126,9,15,True,21,125
957,8,27,36187705.15590428,1.92,100,60,0.23,0.72,60,13,100,True,29,65
958,7,28,30959923.980000626,1.88,11,57,0.26,0.74,57,15,11,True,42,138
959,7,37,28772325.098193925,0.08,98,98,0.2,0.83,98,24,98,True,78,179
960,2,16,4729443.498016159,0.72,38,63,0.2,0.87,63,20,38,True,86,101
961,3,20,16648984.443198157,1.71,18,181,0.1,0.82,181,16,18,True,84,150
962,10,34,50177178.494219445,0.18,24,164,0.17,0.76,164,28,24,True,86,160
963,6,11,33037020.11410324,1.16,16,122,0.28,0.72,122,23,16,True,96,175
964,4,27,19683082.43280676,0.19,37,166,0.29,0.9,166,12,37,True,44,192
965,2,25,8136754.941634263,0.13,58,23,0.2,0.71,23,26,58,True,23,119
966,4,4,10497509.53457697,1.79,75,110,0.17,0.94,110,14,75,True,89,72
967,6,28,19061173.190923855,1.76,90,65,0.08,0.79,65,21,90,True,50,163
968,5,31,23826474.64480929,1.36,31,104,0.17,0.83,104,15,31,True,30,69
969,1,24,8096657.4683209155,1.89,59,111,0.26,0.87,111,7,59,True,45,134
970,8,31,30728511.333036344,0.35,34,132,0.11,0.88,132,29,34,True,61,93
971,10,25,51240046.62120579,1.3,20,126,0.1,0.75,126,14,20,True,97,140
972,3,27,13635864.851482965,0.88,23,36,0.27,0.84,36,29,23,True,93,196
973,8,23,34293366.94306694,0.51,27,112,0.2,0.95,112,12,27,True,86,166
974,5,5,10670554.191467086,0.03,38,53,0.28,0.77,53,29,38,True,98,95
975,10,20,43708095.22958629,1.42,36,78,0.2,0.8,78,12,36,True,29,141
976,2,4,7809527.528003093,0.74,86,80,0.11,0.85,80,6,86,True,45,169
977,8,18,35261969.468331546,1.25,64,103,0.08,0.89,103,7,64,True,83,56
978,8,19,35071360.46920677,1.98,39,167,0.05,0.92,167,20,39,True,50,158
979,1,1,7004269.975281855,0.2,12,79,0.05,0.79,79,9,12,True,58,94
980,7,29,37866648.72884013,1.82,31,20,0.14,0.73,20,14,31,True,83,173
981,6,23,24316158.36299041,0.58,73,109,0.23,0.7,109,13,73,True,88,179
982,5,13,22460954.079888243,1.86,60,61,0.13,0.87,61,30,60,True,95,112
983,8,39,31673468.45022185,0.57,61,43,0.29,0.84,43,20,61,True,32,185
984,8,13,36606979.29634193,1.51,40,54,0.16,0.93,54,16,40,True,94,169
985,2,2,7018368.104308479,1.56,21,158,0.29,0.71,158,24,21,True,60,156
986,3,3,6515198.950544868,1.38,23,51,0.23,0.71,51,20,23,True,88,52
987,6,11,28395933.064318407,1.04,56,99,0.17,0.9,99,10,56,True,28,135
